발행일,발행부처,문서종류,제목(영문),원문링크,문서번호
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20799/center-for-scientific-review-notice-of-closed-meetings,2025-20799
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center For Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20798/center-for-scientific-review-notice-of-closed-meetings,2025-20798
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20797/center-for-scientific-review-notice-of-closed-meetings,2025-20797
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20796/center-for-scientific-review-notice-of-closed-meetings,2025-20796
2025-11-25,"Health and Human Services Department, National Institutes of Health",Notice,Center For Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/25/2025-20795/center-for-scientific-review-notice-of-closed-meetings,2025-20795
2025-11-24,Executive Office of the President,Presidential Document,Continuation of the National Emergency With Respect to the Situation in Nicaragua,https://www.federalregister.gov/documents/2025/11/24/2025-21030/continuation-of-the-national-emergency-with-respect-to-the-situation-in-nicaragua,2025-21030
2025-11-24,Securities and Exchange Commission,Notice,Sunshine Act Meetings,https://www.federalregister.gov/documents/2025/11/24/2025-20836/sunshine-act-meetings,2025-20836
2025-11-24,"Interior Department, Surface Mining Reclamation and Enforcement Office",Rule,Scope of Federal Regulations Implementing the Surface Mining Control and Reclamation Act of 1977,https://www.federalregister.gov/documents/2025/11/24/2025-20835/scope-of-federal-regulations-implementing-the-surface-mining-control-and-reclamation-act-of-1977,2025-20835
2025-11-24,"Interior Department, Surface Mining Reclamation and Enforcement Office",Rule,Prior Balance Replacement Funds,https://www.federalregister.gov/documents/2025/11/24/2025-20831/prior-balance-replacement-funds,2025-20831
2025-11-24,"Interior Department, Surface Mining Reclamation and Enforcement Office",Rule,Prior Balance Replacement Funds,https://www.federalregister.gov/documents/2025/11/24/2025-20830/prior-balance-replacement-funds,2025-20830
2025-11-24,"Health and Human Services Department, National Institutes of Health",Notice,Center for Scientific Review; Notice of Closed Meetings,https://www.federalregister.gov/documents/2025/11/24/2025-20829/center-for-scientific-review-notice-of-closed-meetings,2025-20829
2025-11-24,"Interior Department, Surface Mining Reclamation and Enforcement Office",Rule,Prior Balance Replacement Funds,https://www.federalregister.gov/documents/2025/11/24/2025-20828/prior-balance-replacement-funds,2025-20828
2025-11-24,"Interior Department, Surface Mining Reclamation and Enforcement Office",Rule,Prior Balance Replacement Funds,https://www.federalregister.gov/documents/2025/11/24/2025-20827/prior-balance-replacement-funds,2025-20827
2025-11-24,"Interior Department, Surface Mining Reclamation and Enforcement Office",Rule,Minimum Program Make Up Funds,https://www.federalregister.gov/documents/2025/11/24/2025-20826/minimum-program-make-up-funds,2025-20826
2025-11-24,"Interior Department, Surface Mining Reclamation and Enforcement Office",Rule,Grants for Certified States and Indian Tribes,https://www.federalregister.gov/documents/2025/11/24/2025-20825/grants-for-certified-states-and-indian-tribes,2025-20825
2025-11-24,"Transportation Department, Federal Aviation Administration",Rule,Airworthiness Directives; The Boeing Company Airplanes,https://www.federalregister.gov/documents/2025/11/24/2025-20804/airworthiness-directives-the-boeing-company-airplanes,2025-20804
2025-11-24,Nuclear Regulatory Commission,Notice,"Constellation Energy Generation, LLC; Calvert Cliffs Nuclear Power Plant, Unit 2; License Amendment Request",https://www.federalregister.gov/documents/2025/11/24/2025-20792/constellation-energy-generation-llc-calvert-cliffs-nuclear-power-plant-unit-2-license-amendment,2025-20792
2025-11-24,Nuclear Regulatory Commission,Notice,"Vistra Operations Company LLC; Davis-Besse Nuclear Power Station, Unit No. 1; License Amendment Request",https://www.federalregister.gov/documents/2025/11/24/2025-20791/vistra-operations-company-llc-davis-besse-nuclear-power-station-unit-no-1-license-amendment-request,2025-20791
2025-11-24,"Transportation Department, Federal Aviation Administration",Proposed Rule,"Amendment of Class D and Class E4 Airspace Over Wilkes-Barre, PA",https://www.federalregister.gov/documents/2025/11/24/2025-20790/amendment-of-class-d-and-class-e4-airspace-over-wilkes-barre-pa,2025-20790
2025-11-24,"Energy Department, Federal Energy Regulatory Commission",Notice,Commission Information Collection Activity (Ferc-740); Comment Request; Extension,https://www.federalregister.gov/documents/2025/11/24/2025-20789/commission-information-collection-activity-ferc-740-comment-request-extension,2025-20789
2025-11-24,Energy Department,Rule,Assistance to Foreign Atomic Energy Activities,https://www.federalregister.gov/documents/2025/11/24/2025-20788/assistance-to-foreign-atomic-energy-activities,2025-20788
2025-11-24,"Health and Human Services Department, Centers for Medicare & Medicaid Services",Notice,Agency Information Collection Activities: Proposed Collection; Comment Request,https://www.federalregister.gov/documents/2025/11/24/2025-20787/agency-information-collection-activities-proposed-collection-comment-request,2025-20787
2025-11-24,"Energy Department, Federal Energy Regulatory Commission",Notice,"Commission Information Collection Activities (Ferc-920, Electric Quarterly Report); Comment Request; Extension",https://www.federalregister.gov/documents/2025/11/24/2025-20786/commission-information-collection-activities-ferc-920-electric-quarterly-report-comment-request,2025-20786
2025-11-24,"Energy Department, Federal Energy Regulatory Commission",Notice,"Robertson Power Company, LLC; Notice of Preliminary Permit Application Accepted for Filing and Soliciting Comments, Motions To Intervene, and Competing Applications",https://www.federalregister.gov/documents/2025/11/24/2025-20785/robertson-power-company-llc-notice-of-preliminary-permit-application-accepted-for-filing-and,2025-20785
2025-11-24,"Energy Department, Federal Energy Regulatory Commission",Notice,"Ashuelot River Hydro, Inc.; Notice of Application Accepted for Filing and Soliciting Motions To Intervene and Protests",https://www.federalregister.gov/documents/2025/11/24/2025-20784/ashuelot-river-hydro-inc-notice-of-application-accepted-for-filing-and-soliciting-motions-to,2025-20784
2025-11-24,Housing and Urban Development Department,Notice,30-Day Notice of Proposed Information Collection: Comment Request Self-Help Homeownership Opportunity Program (SHOP),https://www.federalregister.gov/documents/2025/11/24/2025-20783/30-day-notice-of-proposed-information-collection-comment-request-self-help-homeownership-opportunity,2025-20783
2025-11-24,"Energy Department, Federal Energy Regulatory Commission",Notice,"Transcontinental Gas Pipe Line Company, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed North Padre Island Lateral Abandonment Project",https://www.federalregister.gov/documents/2025/11/24/2025-20782/transcontinental-gas-pipe-line-company-llc-notice-of-scoping-period-requesting-comments-on,2025-20782
2025-11-24,"Energy Department, Federal Energy Regulatory Commission",Notice,"Mountain Valley Pipeline, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed MVP Boost Project",https://www.federalregister.gov/documents/2025/11/24/2025-20781/mountain-valley-pipeline-llc-notice-of-scoping-period-requesting-comments-on-environmental-issues,2025-20781
2025-11-24,"Energy Department, Federal Energy Regulatory Commission",Notice,"City of Chignik ; Notice of Declaration of Intention and Soliciting Comments, Protests, and Motions To Intervene",https://www.federalregister.gov/documents/2025/11/24/2025-20780/city-of-chignik-notice-of-declaration-of-intention-and-soliciting-comments-protests-and-motions-to,2025-20780
2025-11-24,"Commerce Department, International Trade Administration",Notice,Environmental Technologies Trade Advisory Committee,https://www.federalregister.gov/documents/2025/11/24/2025-20779/environmental-technologies-trade-advisory-committee,2025-20779
2025-11-24,Treasury Department,Notice,Agency Information Collection Activities; Proposed Collection; Comment Request; Primary Dealer Meeting Agenda,https://www.federalregister.gov/documents/2025/11/24/2025-20778/agency-information-collection-activities-proposed-collection-comment-request-primary-dealer-meeting,2025-20778
2025-11-24,Energy Department,Notice,Agency Information Collection Extension,https://www.federalregister.gov/documents/2025/11/24/2025-20777/agency-information-collection-extension,2025-20777
2025-11-24,National Science Foundation,Notice,Agency Information Collection Activities: Comment Request; National Science Foundation (NSF) Small Business Innovation Research (SBIR)/Small Business Technology Transfer (STTR) Pre-Award Information Collection,https://www.federalregister.gov/documents/2025/11/24/2025-20776/agency-information-collection-activities-comment-request-national-science-foundation-nsf-small,2025-20776
2025-11-24,"Energy Department, Energy Information Administration",Notice,Agency Information Collection Extension,https://www.federalregister.gov/documents/2025/11/24/2025-20775/agency-information-collection-extension,2025-20775
2025-11-24,"Health and Human Services Department, Food and Drug Administration",Notice,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; Administrative Procedures for Clinical Laboratory Improvement Amendments of 1988 Categorization,https://www.federalregister.gov/documents/2025/11/24/2025-20774/agency-information-collection-activities-submission-for-office-of-management-and-budget-review,2025-20774
2025-11-24,"Health and Human Services Department, Food and Drug Administration",Notice,"Agency Information Collection Activities; Proposed Collection; Comment Request; Human Drug Compounding Under Sections 503A and 503B of the Federal Food, Drug, and Cosmetic Act",https://www.federalregister.gov/documents/2025/11/24/2025-20773/agency-information-collection-activities-proposed-collection-comment-request-human-drug-compounding,2025-20773
2025-11-24,"Health and Human Services Department, Food and Drug Administration",Notice,Agency Information Collection Activities; Submission for Office of Management and Budget Review; Comment Request; 510(k) Third-Party Review Program,https://www.federalregister.gov/documents/2025/11/24/2025-20772/agency-information-collection-activities-submission-for-office-of-management-and-budget-review,2025-20772
