발행일,발행부처,문서종류,제목(한글),제목(영문),원문링크
2025-02-28,Executive Office of the President,대통령문서,구리 수입으로 인한 국가 안보 위협 해결,Addressing the Threat to National Security From Imports of Copper,https://www.federalregister.gov/documents/2025/02/28/2025-03439/addressing-the-threat-to-national-security-from-imports-of-copper
2025-02-28,Federal Communications Commission,최종규칙(Rule),Connect America Fund 외.,Connect America Fund et al.,https://www.federalregister.gov/documents/2025/02/28/2025-03325/connect-america-fund-et-al
2025-02-28,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; ATR-GIE Avions de Transport 지역 비행기,Airworthiness Directives; ATR-GIE Avions de Transport Régional Airplanes,https://www.federalregister.gov/documents/2025/02/28/2025-03294/airworthiness-directives-atr-gie-avions-de-transport-rgional-airplanes
2025-02-28,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; 에어버스 SAS 비행기,Airworthiness Directives; Airbus SAS Airplanes,https://www.federalregister.gov/documents/2025/02/28/2025-03293/airworthiness-directives-airbus-sas-airplanes
2025-02-28,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; ATR-GIE Avions de Transport 지역 비행기,Airworthiness Directives; ATR-GIE Avions de Transport Régional Airplanes,https://www.federalregister.gov/documents/2025/02/28/2025-03292/airworthiness-directives-atr-gie-avions-de-transport-rgional-airplanes
2025-02-28,Environmental Protection Agency,최종규칙(Rule),"항공 계획 승인; 뉴저지; 소규모 시설(및 운영 허가가 없는 주요 시설)에 대한 허가 및 증명서, 배기가스 통제 및 허가 면제","Air Plan Approval; New Jersey; Permits and Certificates for Minor Facilities (and Major Facilities Without an Operating Permit), and Air Emission Control and Permitting Exemptions",https://www.federalregister.gov/documents/2025/02/28/2025-03205/air-plan-approval-new-jersey-permits-and-certificates-for-minor-facilities-and-major-facilities
2025-02-28,"Library of Congress, Copyright Office, Library of Congress",최종규칙(Rule),"법정 케이블, 위성 및 DART 라이센스 보고 관행","Statutory Cable, Satellite, and DART License Reporting Practices",https://www.federalregister.gov/documents/2025/02/28/2025-03173/statutory-cable-satellite-and-dart-license-reporting-practices
2025-02-28,Postal Service,최종규칙(Rule),시장지배적 우편물 서비스 기준,Service Standards for Market-Dominant Mail Products,https://www.federalregister.gov/documents/2025/02/28/2025-03168/service-standards-for-market-dominant-mail-products
2025-02-27,"Commerce Department, National Oceanic and Atmospheric Administration",최종규칙(Rule),미국 북동부의 어업; 대서양 심해 홍게 어업; 2025년 대서양 심해홍게 사양,Fisheries of the Northeastern United States; Atlantic Deep-Sea Red Crab Fishery; 2025 Atlantic Deep-Sea Red Crab Specifications,https://www.federalregister.gov/documents/2025/02/27/2025-03192/fisheries-of-the-northeastern-united-states-atlantic-deep-sea-red-crab-fishery-2025-atlantic
2025-02-27,"Health and Human Services Department, Children and Families Administration",최종규칙(Rule),자녀 양육비 집행실에서 자녀 지원 서비스실로 이름 변경; 의견수렴 기간 재개 및 발효일 연기,Name Change From Office of Child Support Enforcement to Office of Child Support Services; Reopening of Comment Period and Delaying Effective Date,https://www.federalregister.gov/documents/2025/02/27/2025-03147/name-change-from-office-of-child-support-enforcement-to-office-of-child-support-services-reopening
2025-02-27,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),"다양한 미국 지역 항법(RNAV) 항로의 설립 및 수정, 미국 동부; 보정",Establishment and Amendment of Multiple United States Area Navigation (RNAV) Routes; Eastern United States; Correction,https://www.federalregister.gov/documents/2025/02/27/2025-03117/establishment-and-amendment-of-multiple-united-states-area-navigation-rnav-routes-eastern-united
2025-02-27,Nuclear Regulatory Commission,최종규칙(Rule),"승인된 사용후 연료 저장용기 목록: NAC 다목적 캐니스터(NAC-MPC) 시스템, 규정 준수 증명서 No. 1025, 수정안 No. 9 및 수정안 Nos. 6, 7, 8에 대한 개정","List of Approved Spent Fuel Storage Casks: NAC Multi-Purpose Canister (NAC-MPC) System, Certificate of Compliance No. 1025, Amendment No. 9, and Revision to Amendment Nos. 6, 7, and 8",https://www.federalregister.gov/documents/2025/02/27/2025-03091/list-of-approved-spent-fuel-storage-casks-nac-multi-purpose-canister-nac-mpc-system-certificate-of
2025-02-27,"Energy Department, Federal Energy Regulatory Commission",최종규칙(Rule),공공 유틸리티에 대한 비즈니스 관행 및 통신 프로토콜 표준,Standards for Business Practices and Communication Protocols for Public Utilities,https://www.federalregister.gov/documents/2025/02/27/2025-03085/standards-for-business-practices-and-communication-protocols-for-public-utilities
2025-02-26,Executive Office of the President,대통령문서,해외 강탈과 부당한 벌금 및 처벌로부터 미국 기업과 혁신가를 보호합니다.,Defending American Companies and Innovators From Overseas Extortion and Unfair Fines and Penalties,https://www.federalregister.gov/documents/2025/02/26/2025-03188/defending-american-companies-and-innovators-from-overseas-extortion-and-unfair-fines-and-penalties
2025-02-26,Postal Regulatory Commission,최종규칙(Rule),시장지배적 우편상품,Market Dominant Postal Products,https://www.federalregister.gov/documents/2025/02/26/2025-03042/market-dominant-postal-products
2025-02-26,Environmental Protection Agency,최종규칙(Rule),시프로디닐; 살충제 내성,Cyprodinil; Pesticide Tolerances,https://www.federalregister.gov/documents/2025/02/26/2025-03001/cyprodinil-pesticide-tolerances
2025-02-26,Environmental Protection Agency,최종규칙(Rule),웨스트 버지니아 지하 주입 제어(UIC) 프로그램; 클래스 VI 우선권,West Virginia Underground Injection Control (UIC) Program; Class VI Primacy,https://www.federalregister.gov/documents/2025/02/26/2025-02974/west-virginia-underground-injection-control-uic-program-class-vi-primacy
2025-02-25,Executive Office of the President,대통령문서,이오지마 전투 80주년,80th Anniversary of the Battle of Iwo Jima,https://www.federalregister.gov/documents/2025/02/25/2025-03162/80th-anniversary-of-the-battle-of-iwo-jima
2025-02-25,Executive Office of the President,대통령문서,"합법적인 거버넌스 보장 및 대통령의 ""정부 효율성부"" 규제완화 이니셔티브 이행","Ensuring Lawful Governance and Implementing the President's ""Department of Government Efficiency"" Deregulatory Initiative",https://www.federalregister.gov/documents/2025/02/25/2025-03138/ensuring-lawful-governance-and-implementing-the-presidents-department-of-government-efficiency
2025-02-25,Executive Office of the President,대통령문서,국경 개방에 대한 납세자 보조금 종료,Ending Taxpayer Subsidization of Open Borders,https://www.federalregister.gov/documents/2025/02/25/2025-03137/ending-taxpayer-subsidization-of-open-borders
2025-02-25,Executive Office of the President,대통령문서,연방 관료주의 축소 시작,Commencing the Reduction of the Federal Bureaucracy,https://www.federalregister.gov/documents/2025/02/25/2025-03133/commencing-the-reduction-of-the-federal-bureaucracy
2025-02-25,Executive Office of the President,대통령문서,2025년 조지 워싱턴 대통령 탄생일,"President George Washington's Birthday, 2025",https://www.federalregister.gov/documents/2025/02/25/2025-03132/president-george-washingtons-birthday-2025
2025-02-25,"Health and Human Services Department, Food and Drug Administration",최종규칙(Rule),"식품 라벨링: 영양소 함량 표시; ""건강한""이라는 용어의 정의",Food Labeling: Nutrient Content Claims; Definition of Term “Healthy”,https://www.federalregister.gov/documents/2025/02/25/2025-03118/food-labeling-nutrient-content-claims-definition-of-term-healthy
2025-02-25,Housing and Urban Development Department,최종규칙(Rule),조립식 주택 건설 및 안전 표준; 발효일 연기,Manufactured Home Construction and Safety Standards; Postponing Effective Date,https://www.federalregister.gov/documents/2025/02/25/2025-03038/manufactured-home-construction-and-safety-standards-postponing-effective-date
2025-02-25,"Homeland Security Department, Coast Guard",최종규칙(Rule),"규제된 항해 지역; 쿠야호가 강, 클리블랜드, 오하이오","Regulated Navigation Area; Cuyahoga River, Cleveland, OH",https://www.federalregister.gov/documents/2025/02/25/2025-03021/regulated-navigation-area-cuyahoga-river-cleveland-oh
2025-02-25,Council on Environmental Quality,최종규칙(Rule),국가환경정책법 시행규칙 폐지,Removal of National Environmental Policy Act Implementing Regulations,https://www.federalregister.gov/documents/2025/02/25/2025-03014/removal-of-national-environmental-policy-act-implementing-regulations
2025-02-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; Austro Engine GmbH 엔진,Airworthiness Directives; Austro Engine GmbH Engines,https://www.federalregister.gov/documents/2025/02/25/2025-03010/airworthiness-directives-austro-engine-gmbh-engines
2025-02-25,"Transportation Department, Federal Aviation Administration",최종규칙(Rule),감항성 지침; Rolls-Royce Deutschland Ltd & Co KG 엔진,Airworthiness Directives; Rolls-Royce Deutschland Ltd & Co KG Engines,https://www.federalregister.gov/documents/2025/02/25/2025-03009/airworthiness-directives-rolls-royce-deutschland-ltd-and-co-kg-engines
2025-02-25,Environmental Protection Agency,최종규칙(Rule),플루디옥소닐; 살충제 내성,Fludioxonil; Pesticide Tolerances,https://www.federalregister.gov/documents/2025/02/25/2025-03000/fludioxonil-pesticide-tolerances
2025-02-25,Environmental Protection Agency,최종규칙(Rule),비활성화된 Burkholderia Rinojensis 균주 A396 세포 및 사용된 발효 배지; 공차 요건 면제,Inactivated Burkholderia Rinojensis Strain A396 Cells and Spent Fermentation Media; Exemption From the Requirement of a Tolerance,https://www.federalregister.gov/documents/2025/02/25/2025-02999/inactivated-burkholderia-rinojensis-strain-a396-cells-and-spent-fermentation-media-exemption-from
2025-02-25,Environmental Protection Agency,최종규칙(Rule),보베리아 바시아나(Beauveria Bassiana) 균주 BW149; 공차 요건 면제,Beauveria Bassiana Strain BW149; Exemption From the Requirement of a Tolerance,https://www.federalregister.gov/documents/2025/02/25/2025-02998/beauveria-bassiana-strain-bw149-exemption-from-the-requirement-of-a-tolerance
2025-02-25,Environmental Protection Agency,최종규칙(Rule),바실러스 튜링기엔시스(Bacillus Thuringiensis) Cry1B.34 단백질; 공차 요건 면제,Bacillus Thuringiensis Cry1B.34 Protein; Exemption From the Requirement of a Tolerance,https://www.federalregister.gov/documents/2025/02/25/2025-02997/bacillus-thuringiensis-cry1b34-protein-exemption-from-the-requirement-of-a-tolerance
2025-02-25,Environmental Protection Agency,최종규칙(Rule),살충제 제형에 포함된 바실러스 튜링기엔시스(Bacillus Thuringiensis) 균주 EX 297512; 공차 요건 면제,Bacillus Thuringiensis Strain EX 297512 in Pesticide Formulations; Exemption From the Requirement of a Tolerance,https://www.federalregister.gov/documents/2025/02/25/2025-02996/bacillus-thuringiensis-strain-ex-297512-in-pesticide-formulations-exemption-from-the-requirement-of
2025-02-24,Executive Office of the President,대통령문서,리비아 관련 국가비상사태 지속,Continuation of the National Emergency With Respect to Libya,https://www.federalregister.gov/documents/2025/02/24/2025-03104/continuation-of-the-national-emergency-with-respect-to-libya
